Student,Exam,Minute,EDA,BVP,TEMP,HR,Grade
S10,Final,65,0.135551383,0.974643229,30.02833333,120.0905,116
S10,Final,66,0.133816333,-0.983882813,29.854,69.689,116
S10,Final,67,0.130954875,0.008151042,29.87133333,76.198,116
S10,Final,68,0.137820246,-0.205153646,29.935,71.26816667,116
S10,Final,69,0.137601375,-0.275106771,30.07533333,87.17966667,116
S10,Final,70,0.145107329,0.481440104,30.24333333,85.52983333,116
S10,Final,71,0.151759138,-0.057778646,30.18333333,85.8645,116
S10,Final,72,0.151652421,0.355208333,30.19533333,106.3228333,116
S10,Final,73,0.164294038,-0.219067708,30.505,91.91033333,116
S10,Final,74,0.156659946,-0.434986979,30.59766667,89.44033333,116
S10,Final,75,0.15542675,0.182265625,30.69633333,83.35266667,116
S10,Final,76,0.167315692,0.535205729,30.75666667,82.151,116
S10,Final,77,0.157033646,-0.736429687,30.75266667,71.52333333,116
S10,Final,78,0.162895375,0.431177083,30.92933333,75.96416667,116
S10,Final,79,0.148401238,-0.228052083,30.936,75.71883333,116
S10,Final,80,0.139186958,0.160135417,30.761,75.83166667,116
S10,Final,81,0.140660325,0.316763021,30.66866667,79.40133333,116
S10,Final,82,0.154262896,-0.346638021,30.52,80.82916667,116
S10,Final,83,0.14605225,-0.559747396,30.57566667,92.05533333,116
S10,Final,84,0.154396446,-0.435085937,30.37833333,98.13216667,116
S10,Final,85,0.161929125,1.760216146,30.63233333,80.68333333,116
S10,Final,86,0.161160383,-0.794148438,30.87466667,74.27016667,116
S10,Final,87,0.167518537,0.056046875,30.977,78.72616667,116
S10,Final,88,0.164379483,-0.211268229,30.997,83.54516667,116
S10,Final,89,0.167128821,0.202526042,30.85133333,84.32266667,116
S10,Final,90,0.163941771,-0.160752604,31.036,76.31833333,116
S10,Final,91,0.1664348,-0.079796875,30.86333333,85.1345,116
S10,Final,92,0.162495017,0.150875,30.626,110.342,116
S10,Final,93,0.172040313,0.032828125,30.68433333,83.38733333,116
S10,Final,94,0.176738233,0.203119792,30.79833333,82.67233333,116
S10,Final,95,0.176375183,0.045815104,30.65033333,80.11183333,116
S10,Final,96,0.182007329,-0.137236979,30.52633333,89.84,116
S10,Final,97,0.187901171,0.025028646,30.598,85.04216667,116
S10,Final,98,0.193186312,-0.060085937,30.79166667,82.34233333,116
S10,Final,99,0.187046942,-0.128213542,31.039,80.62966667,116
S10,Final,100,0.198882621,0.077653646,31.236,84.98566667,116
S10,Final,101,0.2061805,0.661419271,31.31666667,87.32566667,116
S10,Final,102,0.181724442,-0.925869792,30.99066667,91.4815,116
S10,Final,103,0.210269775,0.053875,30.97,90.181,116
S10,Final,104,0.188515042,0.199242188,31.08433333,81.03233333,116
S10,Final,105,0.202587542,-2.028963542,31.20733333,106.3603333,116
S10,Final,106,0.212266483,2.066244792,30.98466667,100.0345,116
S10,Final,107,0.2230236,-0.129796875,31.121,95.68233333,116
S10,Final,108,0.22284745,0.740596354,31.31266667,102.9586667,116
S10,Final,109,0.189790925,-0.656213542,31.19166667,86.16516667,116
S10,Final,110,0.225009458,-0.158958333,31.01933333,81.3315,116
S10,Final,111,0.213862708,0.084049479,31.197,76.79033333,116
S10,Final,112,0.205555896,-0.141325521,31.49766667,75.002,116
S10,Final,113,0.218389775,0.248554688,31.594,80.2625,116
S10,Final,114,0.230129229,-0.691539063,31.46366667,85.17283333,116
S10,Final,115,0.219777758,1.078979167,31.36733333,74.54133333,116
S10,Final,116,0.214156321,-0.331744792,31.119,69.2845,116
S10,Final,117,0.218016042,0.007861979,30.91033333,85.79783333,116
S10,Final,118,0.235238163,-0.660453125,30.904,84.93533333,116
S10,Final,119,0.221390033,0.452278646,30.89766667,94.25016667,116
S10,Final,120,0.2005483,0.661947917,30.75833333,77.74683333,116
S10,Final,121,0.190410233,0.033536458,30.68833333,77.56716667,116
S10,Final,122,0.183891875,-0.540166667,30.61033333,84.11566667,116
S10,Final,123,0.200836429,0.187184896,30.84733333,85.10433333,116
S10,Final,124,0.367340621,-0.545268229,31.093,91.43466667,116
S10,Final,125,0.259085483,0.589291667,31.21966667,72.56883333,116
S10,Final,126,0.239017879,-0.390401042,31.42333333,68.1005,116
S10,Final,127,0.230865908,0.443632812,31.48233333,81.37266667,116
S10,Final,128,0.226269421,-0.302075521,31.402,79.31983333,116
S10,Final,129,0.22258585,-0.083744792,31.60066667,75.29883333,116
S10,Final,130,0.258290017,0.158484375,31.67466667,74.90083333,116
S10,Final,131,0.251963833,-0.0480625,31.66233333,79.91883333,116
S10,Final,132,0.250148746,-0.036820312,31.84266667,89.10316667,116
S10,Final,133,0.260649646,-0.002513021,31.924,84.7305,116
S10,Final,134,0.237806013,0.108625,31.9275,86.20633333,116
S10,Final,135,0.211209437,0.121424479,31.47633333,77.7665,116
S10,Final,136,0.225100317,-0.133335937,31.11766667,86.869,116
S10,Final,137,0.201215567,-0.178835937,30.87766667,93.3815,116
S10,Final,138,0.218704717,0.124617187,30.773,84.4305,116
S10,Final,139,0.236434033,0.084578125,31.03566667,95.5945,116
S10,Final,140,0.218907579,-0.3361875,30.99366667,99.97466667,116
S10,Final,141,0.220381079,0.280549479,31.20033333,92.17516667,116
S10,Final,142,0.217044475,-0.021570313,31.406,77.2735,116
S10,Final,143,0.225036233,-0.044195312,31.441,78.26583333,116
S10,Final,144,0.244911617,0.088098958,31.373,69.79566667,116
S10,Final,145,0.239530354,-0.137463542,31.45933333,81.00533333,116
S10,Final,146,0.231970971,-0.114244792,31.54,84.79883333,116
S10,Final,147,0.251979929,0.095802083,31.47833333,80.763,116
S10,Final,148,0.207467046,-0.051971354,31.22333333,80.28633333,116
S10,Final,149,0.195914413,0.191747396,30.91366667,76.56783333,116
S10,Final,150,0.213270121,0.027778646,30.86366667,76.79183333,116
S10,Final,151,0.215715183,-0.561377604,31.05433333,80.30566667,116
S10,Final,152,0.239989483,0.337111979,31.06233333,99.72266667,116
S10,Final,153,0.240122967,0.148546875,31.128,97.4905,116
S10,Final,154,0.239663842,-0.735377604,31.06866667,88.513,116
S10,Final,155,0.243027104,0.700393229,31.11766667,91.09083333,116
S10,Final,156,0.235393021,-0.35578125,31.09233333,81.11066667,116
S10,Final,157,0.214343142,0.425794271,30.95666667,58.8905,116
S10,Final,158,0.228639762,-0.018755208,30.84333333,65.31616667,116
S10,Final,159,0.236257883,0.055541667,31.18666667,75.79633333,116
S10,Final,160,0.226899392,-1.401526042,31.145,67.70933333,116
S10,Final,161,0.239268804,1.292966146,31.22666667,76.53683333,116
S10,Final,162,0.226258817,0.687002604,31.151,80.8225,116
S10,Final,163,0.222890129,-0.697304688,30.716,73.43033333,116
S10,Final,164,0.22607725,-0.343351563,30.91933333,81.92066667,116
S10,Final,165,0.223877788,0.335578125,30.70566667,82.50066667,116
S10,Final,166,0.236257913,0.08390625,31.04933333,80.26483333,116
S10,Final,167,0.245552242,-0.021416667,31.04466667,77.36833333,116
S10,Final,168,0.217498175,-0.076130208,31.30766667,78.712,116
S10,Final,169,0.202918542,-0.113976563,31.00266667,86.26133333,116
S10,Final,170,0.207894158,0.404791667,30.94433333,88.43583333,116
S10,Final,171,0.202758433,-0.248622396,30.7,81.88,116
S10,Final,172,0.216852242,0.013434896,30.65333333,72.9635,116
S10,Final,173,0.216766842,-0.106036458,30.44333333,72.033,116
S10,Final,174,0.215960708,-0.025052083,30.761,78.79516667,116
S10,Final,175,0.192081188,0.072385417,31.31366667,74.14716667,116
S10,Final,176,0.248381717,0.223596354,31.12766667,64.98533333,116
S10,Final,177,0.213254013,-0.157317708,31.26666667,82.65133333,116
S10,Final,178,0.196053083,-0.232924479,31.42,88.2095,116
S10,Final,179,0.194083154,0.278677083,30.83066667,116.722,116
S2,Final,0,0.017901254,0.037619792,22.91833333,82.37083333,180
S2,Final,1,0.015440063,-0.002940104,22.64233333,76.20933333,180
S2,Final,2,0.015327946,-0.035039063,22.61333333,100.9508333,180
S2,Final,3,0.015472121,0.001664063,22.66933333,94.37233333,180
S2,Final,4,0.015343992,-0.066572917,22.724,79.12316667,180
S2,Final,5,0.015173167,0.028010417,22.70633333,85.40833333,180
S2,Final,6,0.015493467,-0.639721354,21.743,110.4261667,180
S2,Final,7,0.014986283,-1.099877604,21.51933333,97.31866667,180
S2,Final,8,0.015285254,1.946320313,21.64833333,79.993,180
S2,Final,9,0.014724667,-0.11078125,20.60183333,106.3598333,180
S2,Final,10,0.015269258,0.003796875,20.89166667,126.222,180
S2,Final,11,0.014409767,-0.027388021,21.30233333,116.1043333,180
S2,Final,12,0.014436458,-0.007893229,21.35133333,123.9283333,180
S2,Final,13,0.014489863,-0.025625,21.43433333,135.2766667,180
S2,Final,14,0.0143564,-0.019291667,21.462,140.7111667,180
S2,Final,15,0.0139506,0.035210938,21.46833333,106.8863333,180
S2,Final,16,0.014399108,-0.019776042,21.48733333,117.1591667,180
S2,Final,17,0.014495217,0.019630208,21.51966667,114.9566667,180
S2,Final,18,0.020506738,0.062221354,22.69866667,113.1675,180
S2,Final,19,0.281668558,0.092815104,29.28433333,116.1461667,180
S2,Final,20,0.250345475,-0.243104167,29.735,112.8936667,180
S2,Final,21,0.203261854,-0.270572917,30.03333333,125.7648333,180
S2,Final,22,0.214163879,-0.221768229,30.255,127.6381667,180
S2,Final,23,0.222359067,0.93,30.49433333,111.3916667,180
S2,Final,24,0.259432271,0.082122396,30.70666667,116.2215,180
S2,Final,25,0.297231304,-0.663460937,30.81766667,114.676,180
S2,Final,26,0.379898683,0.517041667,30.91666667,93.53816667,180
S2,Final,27,0.431280096,-0.317888021,31.08966667,94.52116667,180
S2,Final,28,0.493782171,-1.287190104,31.35333333,108.8235,180
S2,Final,29,0.534229571,1.214515625,31.43566667,113.2476667,180
S2,Final,30,0.554565383,0.196601563,31.442,97.75866667,180
S2,Final,31,0.538132292,-0.080643229,31.413,106.0221667,180
S2,Final,32,0.484447117,-0.50796875,31.416,110.5058333,180
S2,Final,33,0.418786938,0.671330729,31.488,107.2216667,180
S2,Final,34,0.373454642,-0.352255208,31.63333333,98.37566667,180
S2,Final,35,0.297685167,0.263041667,31.82233333,105.971,180
S2,Final,36,0.264808304,-0.090966146,32.00283333,108.1043333,180
S2,Final,37,0.216576871,-1.480723958,32.11733333,111.6895,180
S2,Final,38,0.19895335,1.346888021,32.18716667,110.2201667,180
S2,Final,39,0.168249458,0.421023438,32.27633333,109.8141667,180
S2,Final,40,0.137908529,-0.350289063,32.37583333,112.9038333,180
S2,Final,41,0.12662745,0.074838542,32.43,111.7146667,180
S2,Final,42,0.115458529,0.045226563,32.44266667,112.0921667,180
S2,Final,43,0.129617263,-0.091986979,32.47483333,110.9653333,180
S2,Final,44,0.17088155,0.269294271,32.432,99.5745,180
S2,Final,45,0.153882496,-0.15165625,32.43466667,93.6455,180
S2,Final,46,0.121646283,-0.232421875,32.5905,98.301,180
S2,Final,47,0.099943721,0.423369792,32.71483333,100.3691667,180
S2,Final,48,0.088603925,-0.325875,32.84766667,105.0873333,180
S2,Final,49,0.092827,-0.222325521,32.97666667,107.0961667,180
S2,Final,50,0.091812596,0.075989583,33.03416667,107.7945,180
S2,Final,51,0.089367383,0.490252604,33.09033333,108.1813333,180
S2,Final,52,0.0964948,-0.376877604,33.143,108.0448333,180
S2,Final,53,0.089992021,-0.485973958,33.24633333,111.5096667,180
S2,Final,54,0.094375246,0.688424479,33.29933333,113.7485,180
S2,Final,55,0.095362983,-0.132859375,33.308,89.99733333,180
